city,text,state,references
Rancho Peñasquitos," June 9:  A few hundred demonstrators gathered for a candlelight vigil at Rancho Peñasquitos Towne Center on a Tuesday night.
Protest in San Diego on May 31",California,['https://www.pacificsandiego.com/latest/story/2020-06-10/teens-rally-in-encinitas-for-black-lives-matter']
San Diego,,California,[]
Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11,10pm saying fireworks and other objects were thrown at them.,California,"['https://www.cbs8.com/article/news/local/san-diego-protest-hillcrest/509-a8ec5485-9b9f-4ed6-a0c7-7b61494bb59d', 'https://www.nbcsandiego.com/news/local/peaceful-protest-marches-from-san-diegos-balboa-park-to-waterfront-as-cars-honk-in-support/2338773/']"
March & Rally, Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.,California,"['https://www.nbcsandiego.com/news/local/anti-racism-protests-planned-for-san-diego/2346547/', 'https://patch.com/california/lamesa/saturday-protest-prompts-armed-guards-outside-sd-news-station', 'https://www.nytimes.com/2020/06/09/nyregion/who-is-martin-gugino-buffalo-police.html', 'https://timesofsandiego.com/politics/2020/06/13/protesters-label-one-america-news-network-as-lies-at-san-diego-hq/']"
Santee, June 2:  A man and a woman were arrested on weapons and child endangerment charges after allegedly pointing a semi-automatic handgun at Black Lives Matters protesters at a major intersection.,California,"['https://www.nbcsandiego.com/news/local/woman-who-brandished-gun-at-protesters-in-santee-arrested-sdso/2338435/', 'https://www.kusi.com/two-arrested-in-santee-on-suspicion-of-pointing-gun-at-protesters/', 'https://www.kpbs.org/news/2020/jun/03/la-mesa-protest-riots-fires-police-george-floyd/', 'https://www.kpbs.org/news/2020/jun/07/ninth-day-of-protests-san-diego-county/']"
Solana Beach, June 3:  Over 200 protesters carried signs in front of Solana Beach City Hall Wednesday morning.,California,['https://www.delmartimes.net/news/story/2020-06-03/solana-beach-protests-death-of-george-floyd']
University Heights," June 6:  About 100 people protested at Texas Street and Adams Avenue.
Santa Barbara County",California,['https://timesofsandiego.com/politics/2020/06/06/peaceful-justice-protests-include-3000-at-county-administration-center/']
Lompoc," May 30:  Large gathering held. June 2:  Evening march to police station where protesters kneel. City council delays meeting till June 3 due to demonstration.
Students of University of California, Santa Barbara marching on May 30",California,['https://www.ksby.com/news/local-news/protesters-call-for-justice-racial-equity-in-lompoc']
Santa Barbara, May 30:  Hundreds gathered for a demonstration at Storke Tower on the UCSB campus.,California,['https://voiceofoc.org/2020/05/huntington-beach-protest-against-floyd-police-killing-declared-unlawful-by-police-after-counter-demonstrators-show-up/']
Santa Maria," June 4:  An estimated 150 people protested outside Santa Maria City Hall in support of George Floyd. The event was supported by numerous nonprofit organizations, including the local NAACP.",California,['https://www.ksby.com/news/local-news/protesters-honor-george-floyds-life-at-santa-maria-solidarity-march']
Solvang," On June 5, 2020, about 200 protesters demonstrated at Solvang Park, where they knelt down for 8 minutes and 46 seconds. Protesters then marched on Mission Drive, calling for justice. Some businesses boarded up their windows before the protest as a precaution.
Ventura County",California,['https://keyt.com/lifestyle/events/2020/06/05/large-crowd-in-solvang-rallies-then-marches-while-calling-for-racial-justice/']
Oxnard, May 30:  More than 300 protesters marched from Plaza Park to the Oxnard Police Department.,California,['https://www.vcstar.com/story/news/local/2020/05/30/hundreds-march-through-oxnard-protest-george-floyd-death/5292622002/']
Simi Valley," On June 6, thousands of protesters marched on the streets and halted traffic. It was the same city in which four officers were found not guilty of beating Rodney King",California,['https://www.nbclosangeles.com/news/california-news/large-crowds-march-across-california-for-george-floyd/2376076/']
Thousand Oaks, May 30:  More than 100 protesters gathered at a busy intersection.,California,['https://www.vcstar.com/story/news/local/2020/05/30/george-floyd-protest-thousand-oaks-black-lives-matter-march-police/5288998002/']
Ventura," On June 7, around 1,500 people gathered at the Ventura County Government Center to peacefully protest the death of George Floyd. There was an incident where a white pick-up truck allegedly drove into the crowd, hitting a pedestrian, then drove away.
Deaths and crime rate",California,"['https://www.msn.com/en-us/news/us/1-500-turn-out-sunday-to-support-black-lives-matter-at-ventura-county-government-center/ar-BB15ayIZ', 'https://www.kqed.org/news/11822469/george-floyd-police-violence-protests-curfew-bay-area', 'https://www.sfchronicle.com/crime/article/Attorney-identifies-SF-resident-fatally-shot-by-15315301.php?utm_campaign=CMS%20Sharing%20Tools%20(Premium)&utm_source=t.co&utm_medium=referral', 'https://www.theguardian.com/us-news/2020/jun/04/vallejo-police-kill-unarmed-man-california', 'https://news.yahoo.com/homicides-los-angeles-increase-250-125611007.html']"
Alamosa,"On June 4, a protest was held in downtown Alamosa. While the protest was peaceful, before 6 p.m., a man shot someone in a truck, wounding him. The truck later stopped in the middle of the intersection. The suspect, a 27-year-old defense attorney, was a protester.",Colorado,['https://krdo.com/news/2020/06/06/video-shows-moments-surrounding-alamosa-protest-shooting/']
Aspen,"Dozens of residents attended a candle-light vigil on May 30. Participants repeated the words ""I can't breathe"" for nine minutes, the length of time that Derek Chauvin's knee was on George Floyd's neck.",Colorado,['https://www.aspentimes.com/news/taking-a-stand-aspen-locals-peacefully-protest-speak-out-about-death-of-george-floyd/']
Aurora,"On June 2, Interim Police Chief Vanessa Wilson marched with community members to Aurora's Municipal Center, where they knelt for eight minutes and 46 seconds during a peaceful protest against police brutality.",Colorado,"['https://www.9news.com/article/news/local/local-politics/live-updates-day-6-george-floyd-protests-denver/73-989dac5f-0b87-4f8b-a696-6109ff652cb5', 'https://twitter.com/AuroraPD/status/1267974621090975744', 'https://www.outtherecolorado.com/denver-mayor-marches-with-protesters-after-floyds-death/']"
Boulder,About 50 people organized a modified sit-in style protest where demonstrators peacefully took a knee for one hour on May 29.,Colorado,"['https://denver.cbslocal.com/2020/05/29/george-floyd-boulder-protest-sit-in-quiet/', 'https://www.dailycamera.com/hundreds-march-through-boulder-demanding-justice-for-george-floyd']"
Colorado Springs,About 300 protesters demonstrated by lying on their stomachs in front of City Hall on May 30. Dozens were arrested on May 30.,Colorado,"['https://www.kktv.com/content/news/Protesters-take-to-downtown-Colorado-Springs-570898891.html', 'https://www.fox21news.com/news/local/photos-second-day-of-protests-in-colorado-springs/', 'https://www.kktv.com/content/news/Protests-continue-on-Sunday-in-Colorado-Springs-tied-to-the-death-of-George-Floyd-570912271.html']"
Denver,"Protest in Denver on May 31. On May 28, protesters marched for four hours, blocking traffic on Interstate 25 and demonstrating at the Colorado State Capitol.",Colorado,"['https://web.archive.org/web/20200529032659/https://denver.cbslocal.com/2020/05/28/shots-fired-during-police-accountability-protest-at-denver-capitol/', 'https://www.nytimes.com/aponline/2020/05/28/us/ap-us-minneapolis-police-death-denver-protest-1st-ld-writethru.html', 'https://www.9news.com/article/news/local/denver-george-floyd-protest/73-95def5bb-52fd-4a61-8c1d-f25ae571fddd', 'https://www.9news.com/article/news/local/denver-man-protesting-george-floyd-death-hit-by-driver-car/73-d3646e45-d191-4569-8dbc-f9ed429b0019', 'https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_b70609abb1c3c366f8b8b83cfadbe398', 'https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2', 'https://denver.cbslocal.com/2020/05/29/violent-denver-protests-13-arrests-3-police-officers-hurt-george-floyd/', 'https://edition.cnn.com/us/live-news/george-floyd-protests-06-02-20/h_ec92756b8756cd0ad5d4ab45e71973b7', 'https://www.youtube.com/watch?v=XgXSMsvU1A4', 'https://www.denverpost.com/2020/06/02/denver-colorado-george-floyd-protests-june-1-arrests/', 'https://www.denverpost.com/2020/06/05/federal-judge-orders-denver-police-stop-projectiles-protesters/', 'https://coloradosun.com/2020/06/02/denver-police-response-protests-under-investigation/Complaints']"
Fort Collins,"About 100 protesters chanted ""No Justice, No Peace!"" the Fort Collins Police Services headquarters on May 28.",Colorado,"['https://www.coloradoan.com/story/news/2020/05/28/george-floyd-death-fort-collins-police-nationwide-protests-violence-brutality/5280671002/', 'https://www.coloradoan.com/story/news/2020/06/01/monday-protests-over-george-floyds-death-denver-fort-collins/5313273002/']"
Glenwood Springs,"On June 1, dozens protested in front of Glenwood Springs City Hall at a rally organized by ""Western Slope Anti-Racist Action.""",Colorado,['https://www.aspentimes.com/news/local/in-glenwood-springs-dozens-rally-for-justice-in-killing-of-george-floyd/']
Pueblo,"On June 1, around 400 people marched through the Riverwalk and Union Avenue district to voice support for George Floyd despite rainfall. The chief of the Pueblo Police Department spoke in support of the protest. <span class=""mw-headline""",Colorado,['https://www.chieftain.com/news/20200601/protesters-take-to-pueblo-streets-in-honor-of-george-floyd']
Bridgeport,A section of Route 8 was shut down by protesters on May 30.,Connecticut,['https://www.courant.com/news/connecticut/hc-news-hartford-protest-police-brutality-20200530-o3ge6bxtbvc6rcjcnrwkkolhgi-story.html']
Cheshire,Around 500 people attended a protest march on June 7. Several members of the town committee were in attendance.,Connecticut,['https://patch.com/connecticut/cheshire/letter-students-praised-peaceful-protest-march-cheshire']
Danbury,"On June 3, a protest march consumed downtown city streets in the early afternoon, and later spilled over onto Interstate 84.",Connecticut,['https://patch.com/connecticut/danbury/danbury-black-lives-matter-marchers-brave-rain-i-84-traffic']
East Hartford,"On June 7, hundreds of protesters marched from a parking lot on Main Street along Interstate 84 to the Mortensen Riverfront Plaza in Hartford to protest police brutality.",Connecticut,['https://www.journalinquirer.com/towns/east_hartford/emotional-march-bridge-vigil/article_3a407f7e-a997-11ea-a059-ffecbf5ba70b.html']
